Nickname,Id,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,5GameAvg,PER,USG,DP,MPG,UQR,NFPROJ,FullName,BOOM
33857-66196:PJ Dozier,33857-66196,SG,PJ,Dozier,2.8399999618530267,5,3500,BOS@CLE,BOS,CLE,,,,,,0.0,24.7,25.8,0.6838628388442957,-1000.0,0.0,-189238.0,PJ Dozier,-102.72909573814309
33857-66205:Tyler Lydon,33857-66205,SF,Tyler,Lydon,2.1208333969116206,24,3500,DET@DEN,DEN,DET,,,,,,1.02,8.1,10.6,0.07187651678289322,1.8,1.2,0.0,Tyler Lydon,6.234458303649907
33857-70823:Guerschon Yabusele,33857-70823,PF,Guerschon,Yabusele,5.030555725097656,36,3500,BOS@CLE,BOS,CLE,,,,,,6.1,11.9,17.2,0.3920868308734976,6.0,8.4,0.1,Guerschon Yabusele,9.709310355817411
33857-70822:Juancho Hernangomez,33857-70822,SF,Juancho,Hernangomez,13.778461162860575,65,3500,DET@DEN,DEN,DET,,,,,,-1000.0,-1000.0,-1000.0,0.07187651678289322,-1000.0,,-189238.0,Juancho Hernangomez,
33857-70825:Timothe Luwawu-Cabarrot,33857-70825,SG,Timothe,Luwawu-Cabarrot,6.7833331880115315,42,3500,CHI@TOR,CHI,TOR,,,,,,14.1,7.1,15.1,0.4366497743050642,19.2,12.85,18.3,Timothe Luwawu-Cabarrot,10.728526022507914
33857-14505:Bismack Biyombo,33857-14505,C,Bismack,Biyombo,13.237778049045136,45,3500,SA@CHA,CHO,SAS,,,,,,12.8,15.3,12.4,0.10117272677985552,15.0,14.05,11.3,Bismack Biyombo,9.80882199527603
33857-14510:Alec Burks,33857-14510,SG,Alec,Burks,18.37419276083669,62,3500,SAC@DAL,SAC,DAL,,,,,,7.44,12.7,19.2,0.9654265675929291,7.8,9.45,0.1,Alec Burks,12.127033026960962
33857-84668:Troy Brown,33857-84668,SF,Troy,Brown,9.597726995294744,44,3500,WAS@LAL,WAS,LAL,,,,,,18.64,11.8,17.0,0.9097316942805543,26.2,20.75,25.1,Troy Brown,13.418820333999609
33857-9920:Anthony Tolliver,33857-9920,PF,Anthony,Tolliver,10.1875,56,3500,LAC@MIN,MIN,LAC,,,,,,13.38,8.9,12.5,0.5913542430184234,17.8,15.55,8.6,Anthony Tolliver,10.748908061995524
33857-23744:Justin Anderson,33857-23744,SG,Justin,Anderson,6.045000076293945,40,3500,ATL@NO,ATL,NOP,,,,,,6.26,9.0,17.6,0.9662231617134047,5.0,9.4,6.5,Justin Anderson,10.26445671068948
33857-84677:Jerome Robinson,33857-84677,PG,Jerome,Robinson,5.924000244140625,25,3500,LAC@MIN,LAC,MIN,,,,,,2.7399999999999998,6.6,16.2,0.8627404920057156,4.8,3.4,0.1,Jerome Robinson,9.422368697998797
33857-14533:Shelvin Mack,33857-14533,PG,Shelvin,Mack,16.344642639160153,56,3500,SA@CHA,CHO,SAS,,,,,,7.76,10.7,18.1,0.4444909409637827,14.6,10.4,0.1,Shelvin Mack,11.755601135122784
33857-16071:Tim Frazier,33857-16071,PG,Tim,Frazier,14.582353180530026,51,3500,HOU@MIL,MIL,HOU,,,,,,6.42,11.0,12.3,0.028185482359472255,13.2,2.65,1.7,Tim Frazier,9.014004422256667
33857-14539:Jon Leuer,33857-14539,PF,Jon,Leuer,8.633332994249132,36,3500,DET@DEN,DET,DEN,,,,,,4.359999999999999,13.7,16.5,0.8785242388005569,6.8,4.45,0.0,Jon Leuer,10.082417518074477
33857-23248:RJ Hunter,33857-23248,SG,RJ,Hunter,7.3,5,3500,BOS@CLE,BOS,CLE,,,,,,-1000.0,-1000.0,-1000.0,0.6838628388442957,-1000.0,,-189238.0,RJ Hunter,
33857-9940:Dante Cunningham,33857-9940,SF,Dante,Cunningham,9.683333333333334,60,3500,SA@CHA,SAS,CHO,,,,,,2.4,10.7,8.8,0.45862154182004106,5.8,3.2,2.7,Dante Cunningham,6.9505422625691065
33857-84694:Bruce Brown,33857-84694,SG,Bruce,Brown,11.572307880108173,65,3500,DET@DEN,DET,DEN,,,,,,10.220000000000002,6.5,11.9,0.5425508172628137,16.0,9.4,10.5,Bruce Brown,10.049715325265446
33857-42202:Christian Wood,33857-42202,PF,Christian,Wood,5.0499997820173,14,3500,ATL@NO,NOP,ATL,,,,,,1.9200000000000004,17.2,23.5,0.9270499974625365,3.0,3.2,0.3,Christian Wood,10.941455918294551
33857-23772:Yogi Ferrell,33857-23772,PG,Yogi,Ferrell,11.377419748613914,62,3500,SAC@DAL,SAC,DAL,,,,,,7.2,12.7,16.1,0.9733309656730407,10.4,10.9,10.8,Yogi Ferrell,11.274286914019477
33857-84701:Chimezie Metu,33857-84701,PF,Chimezie,Metu,4.231034377525591,29,3500,SA@CHA,SAS,CHO,,,,,,1.52,6.4,24.4,0.9051994992164231,2.8,3.2,0.2,Chimezie Metu,11.059122132890357
33857-14559:Isaiah Thomas,33857-14559,PG,Isaiah,Thomas,11.19000015258789,10,3500,DET@DEN,DEN,DET,,,,,,-1000.0,6.4,29.7,0.10850999209079994,0.0,,0.3,Isaiah Thomas,
33857-84702:Lonnie Walker IV,33857-84702,SG,Lonnie,Walker IV,6.240000152587892,10,3500,SA@CHA,SAS,CHO,,,,,,-1000.0,-1000.0,-1000.0,0.3858339234192658,-1000.0,,-189238.0,Lonnie Walker IV,
33857-9953:Ian Mahinmi,33857-9953,C,Ian,Mahinmi,12.181249618530273,32,3500,WAS@LAL,WAS,LAL,,,,,,8.58,12.3,12.4,0.8046557907576491,12.8,8.2,0.2,Ian Mahinmi,10.295076786712462
33857-58083:Jahlil Okafor,33857-58083,C,Jahlil,Okafor,15.530768761268027,52,3500,ATL@NO,NOP,ATL,,,,,,15.7,17.8,19.9,0.9216942282814395,14.4,18.6,14.9,Jahlil Okafor,13.558846145343542
33857-15592:Austin Rivers,33857-15592,SG,Austin,Rivers,16.05441104664522,68,3500,HOU@MIL,HOU,MIL,,,,,,7.6,7.7,14.5,0.7276954174139385,19.4,9.2,12.1,Austin Rivers,11.854174396574457
33857-84713:Svi Mykhailiuk,33857-84713,SG,Svi,Mykhailiuk,6.088095165434338,42,3500,DET@DEN,DET,DEN,,,,,,3.9200000000000004,-1000.0,-1000.0,0.5425508172628137,8.4,6.0,-189238.0,Svi Mykhailiuk,-244.31815916020417
33857-84712:Vincent Edwards,33857-84712,SF,Vincent,Edwards,2.700000047683716,2,3500,HOU@MIL,HOU,MIL,,,,,,-1000.0,-1000.0,-1000.0,0.6907825095138188,-1000.0,,0.0,Vincent Edwards,
33857-84714:Moritz Wagner,33857-84714,C,Moritz,Wagner,7.217646879308363,34,3500,WAS@LAL,LAL,WAS,,,,,,5.76,10.9,21.8,0.9264354911522384,9.2,7.1,4.6,Moritz Wagner,11.860925135453812
33857-84716:Thomas Welsh,33857-84716,C,Thomas,Welsh,2.6636362942782315,11,3500,DET@DEN,DEN,DET,,,,,,3.7399999999999998,16.1,17.6,0.009987218030808332,4.0,5.25,0.0,Thomas Welsh,9.11330656008355
33857-9454:Zaza Pachulia,33857-9454,C,Zaza,Pachulia,12.636666870117187,60,3500,DET@DEN,DET,DEN,,,,,,8.16,14.4,14.9,0.6591922603580295,7.0,7.9,11.5,Zaza Pachulia,10.042622880422721
33857-84721:Jarred Vanderbilt,33857-84721,SF,Jarred,Vanderbilt,3.25,12,3500,DET@DEN,DEN,DET,,,,,,1.1400000000000001,10.9,17.7,0.07187651678289322,1.6,0.0,0.0,Jarred Vanderbilt,8.019364166436093
33857-84720:Melvin Frazier,33857-84720,SF,Melvin,Frazier,2.5,9,3500,ORL@MIA,ORL,MIA,,,,,,2.42,2.4,21.7,0.10268166989249719,3.6,3.45,0.0,Melvin Frazier,9.274048921910168
33857-23282:Sam Dekker,33857-23282,SF,Sam,Dekker,13.657142275855653,42,3500,WAS@LAL,WAS,LAL,,,,,,6.3999999999999995,14.4,16.1,0.9097316942805543,12.0,5.4,0.4,Sam Dekker,10.501191258841683
33857-84723:Khyri Thomas,33857-84723,SG,Khyri,Thomas,5.608695652173912,23,3500,DET@DEN,DET,DEN,,,,,,5.8999999999999995,7.3,16.9,0.5425508172628137,5.4,7.45,0.0,Khyri Thomas,9.671980317496871
33857-84722:Isaac Bonga,33857-84722,SF,Isaac,Bonga,3.2076923663799577,13,3500,WAS@LAL,LAL,WAS,,,,,,2.1,7.0,19.3,0.8996298580147305,2.6,3.45,0.1,Isaac Bonga,8.93322643133428
33857-84725:Kostas Antetokounmpo,33857-84725,PF,Kostas,Antetokounmpo,4.099999904632568,2,3500,SAC@DAL,DAL,SAC,,,,,,-1000.0,-0.8,22.5,0.12206972962474516,-1000.0,,0.0,Kostas Antetokounmpo,
33857-23800:Glenn Robinson,33857-23800,SF,Glenn,Robinson,7.2547621954055055,42,3500,DET@DEN,DET,DEN,,,,,,7.779999999999999,8.0,15.3,0.946978276694335,11.4,11.65,0.1,Glenn Robinson,10.13625884720715
33857-85241:Johnathan Williams,33857-85241,PF,Johnathan,Williams,9.466666666666667,15,3500,WAS@LAL,LAL,WAS,,,,,,5.9799999999999995,10.8,15.5,0.8156903555621056,10.0,10.4,0.5,Johnathan Williams,10.632581475801386
33857-23801:Nik Stauskas,33857-23801,SG,Nik,Stauskas,10.552459216508707,61,3500,BOS@CLE,CLE,BOS,,,,,,11.040000000000001,10.9,17.6,0.190954507181358,16.4,12.65,10.0,Nik Stauskas,11.000449052018913
