PG,PG,SG,SG,SF,SF,PF,PF,C,P
Spencer Dinwiddie,Jerian Grant,James Harden,Kent Bazemore,Harrison Barnes,Nemanja Bjelica,Aaron Gordon,Marvin III,Dewayne Dedmon,197.6
Tyus Jones,Spencer Dinwiddie,Bogdan Bogdanovic,Andrew Wiggins,Danilo Gallinari,Wes Iwundu,Marvin III,Kenneth Faried,Jarrett Allen,174.5
Spencer Dinwiddie,Shabazz Napier,Buddy Hield,Kent Bazemore,Jonathan Isaac,Joe Harris,Marvin III,Montrezl Harrell,Nikola Vucevic,229.4
Shaquille Harrison,Shabazz Napier,Buddy Hield,Andrew Wiggins,Danilo Gallinari,Vince Carter,Aaron Gordon,Montrezl Harrell,Karl-Anthony Towns,274.5
Shai Gilgeous-Alexander,Landry Shamet,James Harden,Andrew Wiggins,Danilo Gallinari,Wes Iwundu,Aaron Gordon,Marvin III,Dewayne Dedmon,265.7
Trae Young,Shaquille Harrison,Kent Bazemore,Andrew Wiggins,Danilo Gallinari,Wes Iwundu,Marvin III,Montrezl Harrell,Nikola Vucevic,291.9
Spencer Dinwiddie,Shaquille Harrison,James Harden,Lou Williams,Keita Bates-Diop,DeMarre Carroll,Marvin III,Montrezl Harrell,Jarrett Allen,255.2
DJ Augustin,Shabazz Napier,Bogdan Bogdanovic,Kent Bazemore,Otto Jr,Danilo Gallinari,Aaron Gordon,Marvin III,Nikola Vucevic,223.4
Shaquille Harrison,Jerian Grant,James Harden,Buddy Hield,Danuel House,Wes Iwundu,Marvin III,Montrezl Harrell,Karl-Anthony Towns,248.0
Spencer Dinwiddie,Landry Shamet,James Harden,Buddy Hield,DeAndre' Bembry,Vince Carter,Aaron Gordon,Marvin III,Jarrett Allen,236.4
Tyus Jones,Jerian Grant,James Harden,Andrew Wiggins,Gerald Green,Wes Iwundu,Aaron Gordon,Montrezl Harrell,Nikola Vucevic,240.0
Tyus Jones,Shai Gilgeous-Alexander,James Harden,Buddy Hield,Danilo Gallinari,Gerald Green,Marvin III,Montrezl Harrell,Jarrett Allen,278.0
Ryan Arcidiacono,Spencer Dinwiddie,James Harden,Buddy Hield,Gerald Green,DeMarre Carroll,Aaron Gordon,Montrezl Harrell,Alex Len,243.0
Kris Dunn,Jerian Grant,Lou Williams,Andrew Wiggins,Danilo Gallinari,DeMarre Carroll,Aaron Gordon,Montrezl Harrell,Jarrett Allen,266.1
Spencer Dinwiddie,Landry Shamet,James Harden,Lou Williams,Danilo Gallinari,Gerald Green,Montrezl Harrell,JaMychal Green,Dewayne Dedmon,248.4
Spencer Dinwiddie,Patrick Beverley,Lou Williams,Kent Bazemore,Keita Bates-Diop,Nemanja Bjelica,Aaron Gordon,Montrezl Harrell,Nikola Vucevic,248.6
DJ Augustin,Patrick Beverley,James Harden,Buddy Hield,Danilo Gallinari,Corey Brewer,Aaron Gordon,Marvin III,Alex Len,244.0
Spencer Dinwiddie,Shabazz Napier,Lou Williams,Kent Bazemore,Taurean Prince,DeAndre' Bembry,Aaron Gordon,Marvin III,Alex Len,176.5
Spencer Dinwiddie,Shabazz Napier,Lou Williams,Buddy Hield,Otto Jr,Harrison Barnes,Aaron Gordon,Montrezl Harrell,Dewayne Dedmon,201.1
Spencer Dinwiddie,Jerian Grant,Buddy Hield,Bogdan Bogdanovic,Jonathan Isaac,Nemanja Bjelica,Aaron Gordon,Montrezl Harrell,Jarrett Allen,199.7
