"","Rk","Player","Pos","Age","Tm","G","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","Var.20","OWS","DWS","WS","WS.48","Var.25","OBPM","DBPM","BPM","VORP","links"
"60","50","Khem Birch","C","26","ORL","50","643","19.2",".640",".007",".550","13.0","18.8","15.8","8.5","1.4","3.8","9.6","14.1",NA,"1.8","1.0","2.8",".212",NA,"0.2","2.3","2.4","0.7","/players/b/birchkh01.html"
"61","51","Bismack Biyombo","C","26","CHO","54","783","14.4",".602",".000",".583","11.0","23.3","17.0","5.9","0.7","4.6","14.8","12.7",NA,"1.2","0.8","2.0",".125",NA,"-2.5","1.5","-1.1","0.2","/players/b/biyombi01.html"
"62","52","Nemanja Bjelica","PF","30","SAC","77","1788","15.4",".585",".433",".155","7.0","18.8","12.8","11.1","1.4","2.7","11.5","16.5",NA,"2.7","1.9","4.5",".122",NA,"0.8","1.2","2.0","1.8","/players/b/bjeline01.html"
"63","53","Antonio Blakeney","SG","22","CHI","57","829","10.6",".487",".230",".192","0.9","13.1","6.9","8.2","0.7","0.9","7.5","24.5",NA,"-0.8","0.3","-0.5","-0.030",NA,"-4.7","-3.7","-8.4","-1.3","/players/b/blakean01.html"
"64","54","Eric Bledsoe","PG","29","MIL","78","2272","19.3",".577",".388",".243","3.9","11.8","8.1","27.4","2.4","1.1","13.3","22.9",NA,"4.4","3.7","8.2",".173",NA,"2.5","1.0","3.5","3.2","/players/b/bledser01.html"
"65","55","Jaron Blossomgame","SF","25","CLE","27","439","10.2",".510",".368",".123","6.3","19.1","12.4","4.2","0.8","1.6","9.0","12.2",NA,"0.2","0.1","0.3",".030",NA,"-3.1","-1.5","-4.5","-0.3","/players/b/blossja01.html"
"66","56","Bogdan Bogdanovic","SG","26","SAC","70","1947","14.1",".530",".431",".188","2.1","11.0","6.4","19.3","1.7","0.7","11.1","22.3",NA,"1.3","1.4","2.7",".067",NA,"0.5","-1.2","-0.7","0.6","/players/b/bogdabo01.html"
"67","57","Bojan Bogdanovic","SF","29","IND","81","2573","16.1",".613",".367",".290","1.5","12.7","7.2","9.5","1.3","0.0","10.2","22.4",NA,"3.9","2.8","6.8",".126",NA,"1.4","-1.4","0.0","1.3","/players/b/bogdabo02.html"
"68","58","Andrew Bogut","C","34","GSW","11","134","13.4",".523",".000",".083","10.0","32.8","21.9","10.6","1.1","5.0","17.7","14.5",NA,"0.1","0.2","0.3",".111",NA,"-4.3","3.1","-1.3","0.0","/players/b/bogutan01.html"
"69","59","Jonah Bolden","PF","23","PHI","44","639","12.7",".595",".593",".167","8.0","19.0","13.7","8.5","1.3","4.8","17.2","13.8",NA,"0.5","0.9","1.4",".106",NA,"-0.8","2.0","1.2","0.5","/players/b/boldejo01.html"
"70","60","Isaac Bonga","PG","19","LAL","22","120","6.0",".240",".242",".455","7.9","13.5","10.8","14.9","3.5","2.7","13.2","15.7",NA,"-0.3","0.2","-0.1","-0.059",NA,"-7.3","3.0","-4.3","-0.1","/players/b/bongais01.html"
"72","61","Devin Booker","SG","22","PHO","64","2242","20.2",".584",".330",".362","1.9","11.3","6.5","34.1","1.2","0.5","15.4","32.9",NA,"3.3","0.3","3.5",".076",NA,"3.8","-3.0","0.8","1.6","/players/b/bookede01.html"
"73","62","Chris Boucher","PF","26","TOR","28","163","22.2",".563",".487",".197","10.9","25.8","18.5","1.9","1.8","12.2","7.8","23.6",NA,"0.2","0.4","0.7",".194",NA,"-1.7","2.8","1.1","0.1","/players/b/bouchch01.html"
"74","63","Avery Bradley","SG","28","TOT","63","1905","7.6",".496",".403",".082","2.5","7.3","4.9","11.8","1.0","0.7","12.4","16.2",NA,"-0.6","1.0","0.3",".009",NA,"-1.7","-1.0","-2.8","-0.4","/players/b/bradlav01.html"
"75","63","Avery Bradley","SG","28","LAC","49","1463","5.5",".464",".410",".060","2.6","6.7","4.7","8.8","0.9","0.9","12.4","14.2",NA,"-1.0","0.6","-0.3","-0.011",NA,"-2.4","-0.7","-3.1","-0.4","/players/b/bradlav01.html"
"76","63","Avery Bradley","SG","28","MEM","14","442","14.5",".565",".388",".133","2.0","9.3","5.6","21.6","1.6","0.0","12.3","22.9",NA,"0.3","0.4","0.7",".074",NA,"0.6","-2.1","-1.5","0.1","/players/b/bradlav01.html"
"77","64","Tony Bradley","C","21","UTA","3","36","19.6",".504",".000",".125","27.6","17.7","22.6","4.5","2.7","4.4","15.1","23.6",NA,"0.0","0.1","0.1",".130",NA,"-2.0","1.3","-0.7","0.0","/players/b/bradlto01.html"
"78","65","Corey Brewer","SF","32","TOT","31","492","11.6",".532",".358",".350","5.4","10.7","8.0","10.2","3.0","1.2","11.8","13.6",NA,"0.4","0.6","1.0",".095",NA,"-1.1","1.0","-0.1","0.2","/players/b/breweco01.html"
"79","65","Corey Brewer","SF","32","PHI","7","140","10.8",".484",".286",".265","3.1","9.6","6.4","10.0","4.0","1.1","12.8","18.8",NA,"-0.1","0.2","0.1",".044",NA,"-3.2","0.8","-2.4","0.0","/players/b/breweco01.html"
"80","65","Corey Brewer","SF","32","SAC","24","352","12.0",".562",".405",".405","6.3","11.1","8.6","10.3","2.6","1.2","11.2","11.5",NA,"0.5","0.4","0.8",".115",NA,"-0.3","1.1","0.9","0.3","/players/b/breweco01.html"
"81","66","Mikal Bridges","SF","22","PHO","82","2417","10.8",".556",".556",".210","2.5","9.7","6.0","9.8","2.5","1.3","10.2","12.2",NA,"1.7","1.2","2.9",".058",NA,"-0.5","0.3","-0.2","1.1","/players/b/bridgmi01.html"
"82","67","Miles Bridges","SF","20","CHO","80","1696","13.1",".548",".391",".151","4.2","16.6","10.3","8.1","1.6","2.5","8.4","15.1",NA,"1.4","1.5","2.9",".083",NA,"-1.2","0.5","-0.6","0.6","/players/b/bridgmi02.html"
"83","68","Isaiah Briscoe","PG","22","ORL","39","559","6.7",".455",".246",".188","0.9","13.4","7.1","21.0","1.0","0.3","17.2","14.1",NA,"-0.3","0.5","0.3",".023",NA,"-5.0","-0.6","-5.6","-0.5","/players/b/briscis01.html"
"84","69","Ryan Broekhoff","SG","28","DAL","42","453","10.7",".621",".738",".151","1.9","12.9","7.4","7.2","0.6","0.8","10.6","14.3",NA,"0.5","0.3","0.8",".086",NA,"-0.7","-1.7","-2.3","0.0","/players/b/broekry01.html"
"85","70","Malcolm Brogdon","SG","26","MIL","64","1832","17.8",".614",".326",".203","3.8","11.7","8.0","16.2","1.2","0.6","10.0","20.7",NA,"4.2","2.3","6.5",".171",NA,"1.9","-0.3","1.5","1.6","/players/b/brogdma01.html"
"86","71","Dillon Brooks","SF","23","MEM","18","330","7.6",".499",".328",".246","3.0","7.6","5.3","7.6","1.5","1.1","12.3","20.9",NA,"-0.3","0.3","0.0","-0.004",NA,"-4.2","-1.9","-6.1","-0.3","/players/b/brookdi01.html"
"87","72","MarShon Brooks","SG","30","MEM","29","387","11.6",".518",".320",".195","3.4","9.7","6.5","11.0","1.2","1.0","10.3","23.6",NA,"-0.2","0.3","0.1",".018",NA,"-2.9","-2.6","-5.6","-0.3","/players/b/brookma01.html"
"88","73","Bruce Brown","SG","22","DET","74","1449","6.9",".469",".296",".191","3.5","10.7","7.0","8.8","1.4","2.1","11.9","11.5",NA,"-0.1","1.6","1.5",".048",NA,"-3.7","1.7","-2.0","0.0","/players/b/brownbr01.html"
"89","74","Jaylen Brown","SG","22","BOS","74","1913","13.5",".547",".348",".255","3.6","13.9","8.7","7.7","1.7","1.5","10.1","22.1",NA,"0.7","2.4","3.0",".076",NA,"-1.5","-0.6","-2.1","0.0","/players/b/brownja02.html"
"90","75","Lorenzo Brown","PG","28","TOR","26","212","6.3",".380",".394",".042","2.6","12.9","7.9","17.3","2.7","2.0","18.1","17.9",NA,"-0.5","0.3","-0.1","-0.027",NA,"-5.8","1.5","-4.3","-0.1","/players/b/brownlo01.html"
"91","76","Sterling Brown","SG","23","MIL","58","1034","10.9",".563",".471",".135","3.0","14.4","9.0","10.7","1.1","0.7","12.2","15.2",NA,"0.7","1.4","2.1",".098",NA,"-1.6","0.0","-1.6","0.1","/players/b/brownst02.html"
"92","77","Troy Brown","SF","19","WAS","52","730","11.1",".487",".295",".201","5.1","16.6","10.8","14.9","1.4","0.6","10.5","16.5",NA,"0.2","0.4","0.6",".039",NA,"-2.6","-1.2","-3.7","-0.3","/players/b/browntr01.html"
"93","78","Jalen Brunson","PG","22","DAL","73","1591","12.8",".549",".320",".212","1.7","9.6","5.7","22.6","1.1","0.2","12.5","19.1",NA,"1.5","1.0","2.6",".077",NA,"-0.8","-1.6","-2.5","-0.2","/players/b/brunsja01.html"
"94","79","Thomas Bryant","C","21","WAS","72","1496","21.0",".674",".197",".273","8.1","25.1","16.5","9.3","0.8","3.8","9.6","17.6",NA,"4.3","1.3","5.6",".178",NA,"1.2","0.4","1.6","1.3","/players/b/bryanth01.html"
"95","80","Reggie Bullock","SG","27","TOT","63","1879","10.5",".563",".662",".143","1.2","8.8","4.9","10.1","1.0","0.5","9.3","15.8",NA,"1.6","1.4","3.1",".078",NA,"0.1","-1.0","-0.9","0.5","/players/b/bullore01.html"
"96","80","Reggie Bullock","SG","27","DET","44","1355","11.0",".569",".667",".145","1.6","8.6","5.0","12.0","0.9","0.3","10.3","16.7",NA,"1.4","1.0","2.4",".084",NA,"0.7","-1.2","-0.5","0.5","/players/b/bullore01.html"
"97","80","Reggie Bullock","SG","27","LAL","19","524","9.1",".545",".647",".137","0.4","9.3","4.9","5.0","1.4","1.1","6.3","13.7",NA,"0.2","0.4","0.7",".061",NA,"-1.3","-0.5","-1.8","0.0","/players/b/bullore01.html"
"99","81","Trey Burke","PG","26","TOT","58","1125","16.5",".524",".290",".226","2.6","6.7","4.6","24.1","1.4","0.5","7.5","24.8",NA,"1.4","0.5","1.9",".081",NA,"0.7","-3.2","-2.5","-0.1","/players/b/burketr01.html"
"100","81","Trey Burke","PG","26","NYK","33","689","15.6",".496",".240",".209","2.2","7.3","4.7","23.6","1.5","0.6","6.9","26.1",NA,"0.4","0.2","0.6",".044",NA,"-0.2","-3.3","-3.5","-0.3","/players/b/burketr01.html"
"101","81","Trey Burke","PG","26","DAL","25","436","17.9",".574",".384",".258","3.2","5.9","4.5","24.7","1.3","0.4","8.6","22.8",NA,"1.0","0.3","1.3",".140",NA,"2.1","-3.0","-0.9","0.1","/players/b/burketr01.html"
"102","82","Alec Burks","SG","27","TOT","64","1375","12.7",".523",".354",".297","2.3","17.0","9.4","13.7","1.4","1.3","10.8","19.0",NA,"0.7","0.8","1.5",".052",NA,"-1.5","-0.6","-2.2","-0.1","/players/b/burksal01.html"
"103","82","Alec Burks","SG","27","UTA","17","269","12.4",".547",".377",".333","0.8","9.9","5.4","11.2","1.1","1.2","10.3","23.2",NA,"0.2","0.3","0.5",".084",NA,"-2.2","-1.6","-3.7","-0.1","/players/b/burksal01.html"
"104","82","Alec Burks","SG","27","CLE","34","979","13.2",".517",".350",".288","2.8","19.0","10.6","15.0","1.3","1.4","10.7","19.2",NA,"0.6","0.3","0.9",".042",NA,"-1.1","-0.7","-1.8","0.1","/players/b/burksal01.html"
"105","82","Alec Burks","SG","27","SAC","13","127","9.0",".495",".300",".250","1.6","16.6","8.9","9.5","2.9","0.7","15.3","8.5",NA,"0.0","0.2","0.2",".062",NA,"-3.8","1.9","-1.9","0.0","/players/b/burksal01.html"
"106","83","Deonte Burton","SG","25","OKC","32","240","7.0",".470",".329",".146","1.7","10.7","6.0","5.0","1.2","2.8","9.3","16.3",NA,"-0.2","0.3","0.1",".027",NA,"-5.6","-0.6","-6.3","-0.3","/players/b/burtode02.html"
"107","84","Jimmy Butler","SF-SG","29","TOT","65","2185","20.2",".571",".213",".404","6.0","10.5","8.3","18.0","2.7","1.4","8.2","22.3",NA,"5.4","2.5","7.9",".173",NA,"2.6","0.6","3.2","2.9","/players/b/butleji01.html"
"108","84","Jimmy Butler","SG","29","MIN","10","361","22.3",".579",".287",".389","4.7","10.8","7.7","18.2","3.2","2.4","7.1","23.0",NA,"1.0","0.4","1.3",".176",NA,"3.7","0.9","4.6","0.6","/players/b/butleji01.html"
"109","84","Jimmy Butler","SF","29","PHI","55","1824","19.8",".569",".198",".407","6.3","10.4","8.4","18.0","2.6","1.2","8.4","22.1",NA,"4.4","2.1","6.6",".172",NA,"2.4","0.5","2.9","2.3","/players/b/butleji01.html"
"110","85","Bruno Caboclo","SF","23","MEM","34","800","12.4",".571",".578",".222","5.8","16.5","11.1","9.4","0.9","3.9","13.3","15.9",NA,"0.6","0.9","1.5",".090",NA,"-1.0","1.2","0.2","0.4","/players/c/cabocbr01.html"
"111","86","Jose Calderon","PG","37","DET","49","632","7.1",".453",".475",".092","1.8","8.8","5.2","24.9","1.2","0.4","21.9","10.9",NA,"0.0","0.5","0.6",".043",NA,"-4.0","-1.2","-5.1","-0.5","/players/c/caldejo01.html"
"112","87","Kentavious Caldwell-Pope","SG","25","LAL","82","2035","12.9",".568",".575",".209","2.5","9.4","6.0","7.5","1.7","0.5","7.3","18.1",NA,"2.3","1.8","4.0",".095",NA,"0.6","-1.2","-0.6","0.7","/players/c/caldwke01.html"
"113","88","Isaiah Canaan","PG","27","TOT","30","629","8.0",".518",".585",".146","1.0","9.2","5.1","18.2","1.1","0.3","16.7","14.2",NA,"0.0","0.1","0.1",".008",NA,"-2.4","-2.7","-5.1","-0.5","/players/c/canaais01.html"
"114","88","Isaiah Canaan","PG","27","PHO","19","503","7.3",".515",".558",".155","1.1","9.8","5.4","17.0","1.1","0.0","17.4","14.2",NA,"-0.1","0.0","-0.1","-0.007",NA,"-2.7","-2.5","-5.2","-0.4","/players/c/canaais01.html"
"115","88","Isaiah Canaan","PG","27","MIN","7","95","12.3",".536",".655",".138","0.0","5.7","2.8","26.9","1.0","0.9","11.5","15.4",NA,"0.1","0.0","0.2",".079",NA,"-0.4","-4.6","-5.0","-0.1","/players/c/canaais01.html"
"116","88","Isaiah Canaan","PG","27","MIL","4","31","5.2",".500",".833",".000","3.5","9.3","6.6","11.6","0.0","2.7","25.0","10.8",NA,"0.0","0.0","0.0",".030",NA,"-4.2","-0.1","-4.3","0.0","/players/c/canaais01.html"
"117","89","Clint Capela","C","24","HOU","67","2249","23.8",".658",".000",".357","14.4","27.6","20.8","7.1","1.0","3.9","10.0","18.2",NA,"7.8","3.0","10.8",".230",NA,"1.3","1.6","2.9","2.8","/players/c/capelca01.html"
"118","90","DeMarre Carroll","PF","32","BRK","67","1703","12.1",".546",".539",".421","4.2","17.3","10.8","7.2","0.9","0.5","9.7","18.6",NA,"1.5","1.6","3.1",".088",NA,"-1.0","-0.7","-1.7","0.1","/players/c/carrode01.html"
"119","91","Jevon Carter","PG","23","MEM","39","577","7.8",".432",".551",".173","2.7","10.3","6.4","17.4","2.2","1.8","14.2","18.0",NA,"-0.7","0.7","0.0","-0.003",NA,"-3.8","-0.1","-4.0","-0.3","/players/c/carteje01.html"
"120","92","Vince Carter","PF","42","ATL","76","1330","11.8",".565",".675",".141","2.4","13.2","7.7","9.3","1.5","1.8","8.8","16.7",NA,"1.2","0.7","1.9",".070",NA,"-0.2","-1.4","-1.6","0.1","/players/c/cartevi01.html"
"121","93","Wendell Carter","C","19","CHI","44","1110","15.2",".541",".086",".302","8.4","21.8","15.0","10.7","1.1","4.5","13.4","19.1",NA,"0.7","1.2","1.9",".080",NA,"-2.4","1.8","-0.5","0.4","/players/c/cartewe01.html"
"122","94","Michael Carter-Williams","PG","27","TOT","28","372","14.7",".458",".309",".431","5.4","15.0","10.1","26.5","2.6","3.4","12.0","19.4",NA,"0.2","0.6","0.8",".099",NA,"-2.0","2.0","0.0","0.2","/players/c/cartemi01.html"
"123","94","Michael Carter-Williams","PG","27","HOU","16","145","12.7",".476",".311",".426","2.2","7.8","5.0","22.7","3.0","3.5","12.1","24.7",NA,"0.0","0.2","0.1",".044",NA,"-3.3","-0.3","-3.7","-0.1","/players/c/cartemi01.html"
"124","94","Michael Carter-Williams","PG","27","ORL","12","227","16.1",".440",".306",".435","7.4","19.6","13.5","28.9","2.4","3.3","11.9","16.1",NA,"0.2","0.4","0.6",".134",NA,"-1.1","3.5","2.4","0.3","/players/c/cartemi01.html"
"125","95","Alex Caruso","PG","24","LAL","25","531","13.9",".569",".289",".370","4.0","9.0","6.5","19.7","2.1","1.4","17.3","19.0",NA,"0.5","0.6","1.0",".093",NA,"-0.9","0.0","-0.9","0.2","/players/c/carusal01.html"
"126","96","Omri Casspi","SF","30","MEM","36","520","15.7",".606",".267",".360","3.6","21.5","12.4","8.1","1.9","1.6","11.0","18.0",NA,"0.6","0.7","1.3",".119",NA,"-2.0","0.1","-1.8","0.0","/players/c/casspom01.html"
"127","97","Willie Cauley-Stein","C","25","SAC","81","2213","18.0",".566",".003",".343","8.2","23.7","15.8","12.3","2.0","2.0","9.0","17.5",NA,"3.8","2.9","6.7",".146",NA,"-0.2","2.2","2.0","2.3","/players/c/caulewi01.html"
"128","98","Troy Caupain","PG","23","ORL","4","16","30.7",".625",".375",".000","6.6","13.6","10.0","42.5","3.1","0.0","0.0","21.8",NA,"0.1","0.0","0.1",".347",NA,"9.4","-0.4","8.9","0.0","/players/c/caupatr01.html"
"129","99","Tyler Cavanaugh","PF","24","UTA","11","39","5.0",".414",".500",".200","8.5","13.6","11.1","3.4","0.0","0.0","8.4","13.0",NA,"0.0","0.0","0.0",".026",NA,"-4.8","-2.1","-6.9","0.0","/players/c/cavanty01.html"
"130","100","Tyson Chandler","C","36","TOT","55","875","11.2",".630",".010",".879","11.1","25.3","18.3","5.3","1.1","2.2","23.4","8.5",NA,"0.9","1.2","2.1",".114",NA,"-3.1","1.8","-1.3","0.2","/players/c/chandty01.html"
"131","100","Tyson Chandler","C","36","PHO","7","89","11.5",".653",".000","1.500","8.6","40.5","24.3","9.1","1.1","0.9","26.0","13.0",NA,"0.1","0.1","0.2",".092",NA,"-5.0","0.0","-5.0","-0.1","/players/c/chandty01.html"
"132","100","Tyson Chandler","C","36","LAL","48","786","11.2",".626",".011",".793","11.4","23.6","17.6","4.8","1.1","2.3","23.0","8.0",NA,"0.9","1.1","1.9",".117",NA,"-2.9","2.0","-0.9","0.2","/players/c/chandty01.html"
"134","101","Wilson Chandler","PF-SF","31","TOT","51","1177","8.5",".537",".579",".092","4.4","14.6","9.7","9.1","1.0","1.4","13.9","11.8",NA,"0.5","1.0","1.5",".062",NA,"-1.3","0.3","-1.0","0.3","/players/c/chandwi01.html"
"135","101","Wilson Chandler","PF","31","PHI","36","951","9.1",".561",".570",".087","5.0","13.4","9.4","9.9","1.1","1.5","15.4","11.2",NA,"0.6","0.9","1.5",".074",NA,"-0.8","0.6","-0.1","0.4","/players/c/chandwi01.html"
"136","101","Wilson Chandler","SF","31","LAC","15","226","5.8",".463",".606",".106","1.9","19.5","11.0","5.9","0.6","1.1","9.2","14.2",NA,"-0.1","0.2","0.0",".009",NA,"-3.5","-1.3","-4.8","-0.2","/players/c/chandwi01.html"
"137","102","Joe Chealey","PG","23","CHO","1","8","2.0",".333",".000",".000","0.0","0.0","0.0","17.7","0.0","0.0","0.0","16.2",NA,"0.0","0.0","0.0","-0.080",NA,"-9.0","-8.2","-17.2","0.0","/players/c/chealjo01.html"
"138","103","Chris Chiozza","PG","23","HOU","7","33","7.0",".375",".625",".000","3.3","10.3","6.7","16.1","1.5","2.6","11.1","11.8",NA,"0.0","0.0","0.0",".023",NA,"-4.5","-0.2","-4.7","0.0","/players/c/chiozch01.html"
"139","104","Marquese Chriss","PF","21","TOT","43","499","9.2",".455",".400",".250","8.6","23.6","15.8","6.5","1.7","1.9","15.3","20.6",NA,"-0.6","0.4","-0.2","-0.023",NA,"-4.8","-1.4","-6.2","-0.5","/players/c/chrisma01.html"
"140","104","Marquese Chriss","PF","21","HOU","16","104","3.4",".391",".441",".206","7.3","22.8","14.9","8.2","0.9","3.3","24.4","20.5",NA,"-0.3","0.1","-0.2","-0.101",NA,"-9.2","-0.2","-9.4","-0.2","/players/c/chrisma01.html"
"141","104","Marquese Chriss","PF","21","CLE","27","395","10.7",".470",".390",".260","8.9","23.8","16.0","6.1","1.9","1.5","12.9","20.7",NA,"-0.3","0.2","0.0","-0.003",NA,"-3.7","-1.7","-5.4","-0.3","/players/c/chrisma01.html"
"142","105","Gary Clark","PF","24","HOU","51","641","9.2",".480",".914",".046","4.1","16.2","10.0","3.8","1.5","3.5","4.3","10.9",NA,"0.3","0.7","1.0",".071",NA,"-2.4","0.6","-1.8","0.0","/players/c/clarkga01.html"
"143","106","Ian Clark","SG","27","NOP","60","973","8.3",".502",".527",".097","1.4","8.0","4.7","12.9","1.1","0.7","12.7","19.3",NA,"-0.4","0.3","-0.1","-0.003",NA,"-2.2","-2.9","-5.1","-0.8","/players/c/clarkia01.html"
"144","107","Jordan Clarkson","SG","26","CLE","81","2214","16.8",".539",".377",".163","3.9","9.9","6.8","15.6","1.3","0.5","9.6","27.6",NA,"1.9","-0.1","1.8",".039",NA,"1.5","-3.5","-2.0","0.0","/players/c/clarkjo01.html"
"145","108","John Collins","PF","21","ATL","61","1829","21.8",".627",".190",".320","12.3","22.1","17.1","11.0","0.6","1.8","11.2","23.7",NA,"5.0","1.0","6.0",".158",NA,"2.6","-1.2","1.4","1.6","/players/c/collijo01.html"
"146","109","Zach Collins","C","21","POR","77","1356","13.5",".562",".303",".315","8.8","16.5","12.7","7.1","0.9","3.9","14.5","16.6",NA,"1.4","1.5","2.9",".104",NA,"-0.9","1.0","0.1","0.7","/players/c/colliza01.html"
"147","110","Darren Collison","PG","31","IND","76","2143","16.7",".574",".294",".288","1.9","9.9","6.0","29.9","2.5","0.4","14.4","17.7",NA,"3.9","2.9","6.8",".153",NA,"1.2","0.0","1.2","1.8","/players/c/collida01.html"
"148","111","Bonzie Colson","SF","23","MIL","8","98","12.9",".454",".538",".231","8.8","21.5","15.5","4.0","2.4","0.9","6.5","19.6",NA,"0.0","0.2","0.2",".085",NA,"-3.3","-1.0","-4.3","-0.1","/players/c/colsobo01.html"
"149","112","Mike Conley","PG","31","MEM","70","2342","21.4",".569",".380",".363","1.9","9.7","5.7","33.4","2.0","0.9","9.1","27.3",NA,"5.7","2.3","8.0",".164",NA,"4.8","-1.3","3.4","3.2","/players/c/conlemi01.html"
"150","113","Pat Connaughton","SG","26","MIL","61","1261","13.6",".573",".571",".114","5.2","15.0","10.4","12.6","1.2","1.7","8.2","13.3",NA,"2.0","1.9","3.9",".149",NA,"0.4","1.2","1.6","1.2","/players/c/connapa01.html"
"151","114","Quinn Cook","PG","25","GSW","74","1059","13.1",".565",".456",".059","2.3","13.0","7.9","15.2","0.9","0.2","10.0","20.2",NA,"1.0","0.8","1.8",".082",NA,"-0.2","-2.7","-2.9","-0.2","/players/c/cookqu01.html"
"152","115","DeMarcus Cousins","C","28","GSW","30","771","21.4",".562",".256",".388","6.2","27.0","17.1","20.4","2.5","4.8","14.2","28.1",NA,"0.9","1.5","2.4",".151",NA,"0.2","3.4","3.6","1.1","/players/c/couside01.html"
"153","116","Robert Covington","SF","28","TOT","35","1203","13.3",".580",".622",".246","2.5","14.6","8.5","5.2","2.9","3.2","10.5","15.6",NA,"0.9","1.6","2.5",".100",NA,"0.4","1.9","2.4","1.3","/players/c/covinro01.html"
"154","116","Robert Covington","SF","28","PHI","13","440","11.0",".578",".658",".197","1.7","14.0","8.1","4.3","2.6","4.1","14.8","14.2",NA,"0.0","0.7","0.7",".077",NA,"-1.2","2.5","1.2","0.4","/players/c/covinro01.html"
"155","116","Robert Covington","SF","28","MIN","22","763","14.7",".580",".604",".269","2.9","14.9","8.8","5.8","3.1","2.7","8.4","16.5",NA,"0.9","0.9","1.8",".114",NA,"1.4","1.6","3.0","1.0","/players/c/covinro01.html"
"156","117","Allen Crabbe","SG","26","BRK","43","1133","7.7",".519",".694",".150","1.5","12.2","6.9","5.8","1.0","0.9","10.4","16.4",NA,"-0.2","1.0","0.8",".035",NA,"-1.9","-0.5","-2.5","-0.1","/players/c/crabbal01.html"
"157","118","Torrey Craig","SF","28","DEN","75","1503","10.4",".547",".519",".193","6.4","12.6","9.5","6.3","1.2","2.7","10.1","12.4",NA,"1.4","1.7","3.0",".096",NA,"-1.0","0.9","-0.1","0.7","/players/c/craigto01.html"
"158","119","Jamal Crawford","SG","38","PHO","64","1211","11.7",".522",".461",".251","0.7","7.2","3.9","27.7","1.3","0.8","16.9","20.8",NA,"0.1","0.0","0.2",".006",NA,"-2.0","-4.1","-6.0","-1.2","/players/c/crawfja01.html"
"159","120","Mitch Creek","SF","26","TOT","5","48","20.2",".550",".125",".438","13.2","13.1","13.2","18.6","2.0","0.0","5.0","17.6",NA,"0.1","0.0","0.2",".196",NA,"1.9","-0.3","1.7","0.0","/players/c/creekmi01.html"
"160","120","Mitch Creek","SF","26","BRK","4","36","21.5",".573",".100",".700","14.6","14.5","14.6","20.2","1.3","0.0","0.0","15.3",NA,"0.2","0.0","0.2",".258",NA,"3.2","0.0","3.2","0.0","/players/c/creekmi01.html"
"161","120","Mitch Creek","SF","26","MIN","1","12","16.3",".500",".167",".000","8.8","9.0","8.9","13.6","4.0","0.0","14.3","24.5",NA,"0.0","0.0","0.0",".011",NA,"-1.9","-0.9","-2.9","0.0","/players/c/creekmi01.html"
"163","121","Jae Crowder","SF","28","UTA","80","2166","12.1",".538",".655",".247","3.1","15.9","9.6","8.9","1.4","1.1","8.8","19.1",NA,"1.3","3.1","4.4",".097",NA,"0.0","0.4","0.4","1.3","/players/c/crowdja01.html"
"164","122","Dante Cunningham","PF","31","SAS","64","928","10.2",".585",".411",".114","5.7","16.3","11.0","6.8","1.4","1.2","11.7","8.9",NA,"1.0","0.9","1.9",".097",NA,"-1.0","0.8","-0.1","0.4","/players/c/cunnida01.html"
"165","123","Seth Curry","SG","28","POR","74","1399","11.4",".595",".540",".112","2.1","6.9","4.6","6.5","1.2","0.7","11.1","16.6",NA,"1.5","0.9","2.4",".082",NA,"0.5","-1.8","-1.3","0.2","/players/c/curryse01.html"
"166","124","Stephen Curry","PG","30","GSW","69","2331","24.4",".641",".604",".214","2.2","14.2","8.4","24.2","1.9","0.9","11.6","30.4",NA,"7.2","2.5","9.7",".199",NA,"7.7","-1.4","6.3","4.9","/players/c/curryst01.html"
"167","125","Troy Daniels","SG","27","PHO","51","760","9.8",".558",".705",".084","1.9","8.9","5.3","5.0","1.6","0.5","8.7","17.6",NA,"0.2","0.1","0.3",".020",NA,"-1.0","-3.4","-4.4","-0.5","/players/d/danietr01.html"
"168","126","Anthony Davis","C","25","NOP","56","1850","30.3",".597",".141",".422","9.9","27.5","18.8","19.0","2.2","6.0","8.4","29.5",NA,"6.4","3.1","9.5",".247",NA,"4.7","3.9","8.5","4.9","/players/d/davisan02.html"
"169","127","Deyonta Davis","C","22","ATL","9","118","15.6",".682",".045",".455","8.7","23.7","16.0","5.8","1.2","3.7","10.2","10.1",NA,"0.3","0.1","0.4",".145",NA,"-1.7","1.0","-0.7","0.0","/players/d/davisde01.html"
"170","128","Ed Davis","C","29","BRK","81","1446","17.3",".632",".007",".536","15.8","34.6","25.2","6.0","1.2","1.8","14.6","12.7",NA,"3.3","2.5","5.7",".191",NA,"-1.4","1.7","0.4","0.9","/players/d/davised01.html"
"171","129","Tyler Davis","C","21","OKC","1","1","0.0",".000",".000",".000","100.0","0.0","51.6","0.0","0.0","0.0","0.0","40.7",NA,"0.0","0.0","0.0","-0.471",NA,"-15.0","-20.5","-35.5","0.0","/players/d/davisty01.html"
"172","130","Dewayne Dedmon","C","29","ATL","64","1609","16.0",".602",".413",".215","6.7","25.0","15.7","8.1","2.0","3.8","12.7","16.7",NA,"2.1","1.9","4.0",".119",NA,"-0.4","1.7","1.3","1.3","/players/d/dedmode01.html"
