,Player,DRIVEPTS,CSPTS,PULLPTS,PAINTPTS,POSTPTS,ELBOWPTS,DRIVEPTS%,CSPTS%,PULLPTS%,PAINTPTS%,POSTPTS%,ELBOWPTS%
59,Cameron Payne,2.9,1.1,1.9,0.3,0.0,0.0,0.556,0.25,0.408,0.5710000000000001,0.0,0.0
60,Cameron Reynolds,0.5,3.0,0.7,0.1,0.0,0.3,0.6,0.38799999999999996,0.5,0.25,0.0,0.4
61,Caris LeVert,7.2,1.4,3.4,0.8,0.0,0.5,0.479,0.257,0.34,0.5770000000000001,0.0,0.5379999999999999
62,Carmelo Anthony,0.5,5.9,3.4,0.6,2.9,0.6,0.28600000000000003,0.368,0.366,0.375,0.737,1.0
63,Cedi Osman,3.5,3.8,2.6,0.8,0.4,0.5,0.46399999999999997,0.355,0.355,0.628,0.5,0.621
64,Chandler Hutchison,1.3,1.0,0.2,1.1,0.0,0.4,0.391,0.292,0.278,0.667,0.0,0.583
65,Chandler Parsons,2.0,3.0,1.4,0.5,0.2,0.4,0.36200000000000004,0.313,0.326,0.7140000000000001,0.667,0.8
66,Channing Frye,0.1,2.4,0.4,0.2,0.2,0.0,0.0,0.375,0.3,0.8,0.231,0.0
67,Chasson Randle,1.3,1.7,1.3,0.4,0.0,0.1,0.431,0.36,0.39299999999999996,0.5379999999999999,0.0,0.5
68,Cheick Diallo,0.1,0.6,0.3,3.8,0.4,1.0,0.33299999999999996,0.358,0.526,0.727,0.75,0.466
69,Chimezie Metu,0.2,0.1,0.1,0.7,0.7,0.3,0.14300000000000002,0.077,0.111,0.5329999999999999,0.4,0.833
70,Chris Boucher,0.1,1.2,0.1,1.1,0.1,0.6,0.16699999999999998,0.314,0.33299999999999996,0.591,0.5,1.0
71,Chris Chiozza,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0
72,Chris Paul,4.4,1.6,8.7,0.2,0.9,0.4,0.44299999999999995,0.429,0.401,0.455,0.43799999999999994,0.583
73,Christian Wood,1.4,1.6,0.5,3.4,0.8,0.9,0.526,0.4,0.455,0.7140000000000001,0.375,0.7
74,Clint Capela,0.3,0.0,0.0,12.7,0.3,3.2,0.625,0.0,0.0,0.6509999999999999,0.524,0.644
75,Cody Zeller,1.6,0.4,0.4,4.6,0.3,2.0,0.46,0.28600000000000003,0.45,0.609,0.75,0.5379999999999999
76,Collin Sexton,5.6,2.4,6.0,0.8,0.0,0.2,0.42100000000000004,0.423,0.389,0.583,0.0,0.348
77,Corey Brewer,0.7,1.4,0.1,1.0,0.0,0.1,0.304,0.341,0.14300000000000002,0.5770000000000001,0.0,1.0
78,Cory Joseph,2.2,1.9,2.3,0.3,0.0,0.1,0.47100000000000003,0.361,0.38,0.47600000000000003,0.0,0.375
79,Courtney Lee,0.5,1.3,1.3,0.2,0.0,0.3,0.41200000000000003,0.302,0.429,0.75,0.0,0.8
80,Cristiano Felicio,0.3,0.1,0.0,2.4,0.2,1.0,0.41700000000000004,0.25,0.33299999999999996,0.557,0.25,0.48
81,D'Angelo Russell,7.2,4.1,9.6,0.4,0.1,0.2,0.508,0.39399999999999996,0.408,0.444,0.455,0.615
82,D.J. Augustin,3.9,2.5,3.3,0.3,0.0,0.2,0.49200000000000005,0.439,0.41200000000000003,0.5710000000000001,0.0,0.875
83,D.J. Wilson,0.3,2.5,0.9,1.8,0.0,0.3,0.33299999999999996,0.331,0.45899999999999996,0.515,0.0,0.353
84,DJ Stephens,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
85,Dairis Bertans,0.2,2.4,0.4,0.0,0.0,0.0,0.5,0.294,0.154,0.0,0.0,0.0
86,Damian Jones,0.0,0.2,0.0,3.8,0.0,0.7,0.0,0.4,0.0,0.784,0.0,0.727
87,Damian Lillard,7.7,3.4,9.6,0.6,0.1,0.3,0.48100000000000004,0.381,0.405,0.528,0.6,0.5
88,Damion Lee,0.9,2.3,1.3,0.3,0.0,0.1,0.5,0.397,0.474,0.667,0.0,1.0
89,Damyean Dotson,1.9,4.6,3.0,0.2,0.0,0.2,0.461,0.376,0.40299999999999997,0.467,0.0,0.33299999999999996
90,Daniel Hamilton,1.3,1.3,0.1,0.2,0.0,0.0,0.423,0.381,0.125,0.33299999999999996,0.0,0.0
91,Daniel Theis,0.3,1.6,0.1,3.1,0.2,0.8,0.6,0.361,0.5,0.68,0.5710000000000001,0.585
92,Danilo Gallinari,4.0,6.4,3.6,2.1,1.8,1.0,0.48,0.429,0.41700000000000004,0.5539999999999999,0.514,0.491
93,Danny Green,0.8,6.6,1.7,0.7,0.2,0.2,0.375,0.47,0.405,0.7,0.462,0.5710000000000001
94,Dante Cunningham,0.2,1.6,0.0,0.9,0.0,0.2,0.385,0.429,0.0,0.565,0.0,0.308
95,Dante Exum,3.7,1.3,0.2,0.3,0.0,0.2,0.44799999999999995,0.31,0.25,0.857,0.0,1.0
96,Danuel House Jr.,1.5,4.4,1.3,0.4,0.0,0.2,0.526,0.426,0.37799999999999995,0.545,0.0,0.75
97,Dario Saric,1.1,4.5,0.5,2.9,0.7,1.0,0.395,0.36200000000000004,0.284,0.628,0.345,0.6829999999999999
98,Darius Miller,0.7,5.0,1.8,0.1,0.0,0.1,0.579,0.371,0.382,0.667,0.0,0.35700000000000004
99,Darren Collison,2.5,2.3,3.9,0.4,0.1,0.2,0.462,0.447,0.42700000000000005,0.6,0.5,0.5710000000000001
100,Daryl Macon,0.6,0.8,1.9,0.0,0.0,0.0,0.4,0.667,0.3,0.0,0.0,0.0
101,David Nwaba,1.9,1.4,0.3,1.0,0.0,0.4,0.462,0.33799999999999997,0.389,0.5479999999999999,0.25,0.667
102,Davis Bertans,0.5,5.3,1.0,0.5,0.0,0.0,0.389,0.441,0.386,0.68,0.0,0.0
103,Davon Reed,0.0,0.6,0.0,0.4,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0
104,De'Aaron Fox,7.1,1.4,4.7,0.5,0.1,0.2,0.46299999999999997,0.396,0.36,0.75,1.0,0.778
105,De'Anthony Melton,1.4,1.7,0.6,0.5,0.1,0.1,0.395,0.37200000000000005,0.191,0.588,1.0,0.75
106,DeAndre Jordan,0.1,0.0,0.0,8.7,0.9,1.6,0.667,0.125,0.0,0.6679999999999999,0.535,0.5760000000000001
107,DeAndre' Bembry,3.3,1.7,0.3,1.0,0.0,0.3,0.455,0.28600000000000003,0.261,0.574,0.0,0.55
108,DeMar DeRozan,10.5,1.3,6.6,0.9,1.1,0.7,0.535,0.395,0.41,0.705,0.40700000000000003,0.5
109,DeMarcus Cousins,2.2,3.0,0.2,4.6,3.5,1.8,0.396,0.303,0.231,0.667,0.512,0.625
110,DeMarre Carroll,2.3,4.5,0.7,1.0,0.0,0.4,0.40299999999999997,0.35600000000000004,0.26899999999999996,0.674,1.0,0.75
111,DeVaughn Akoon-Purcell,0.4,0.0,0.0,0.0,0.0,0.0,0.33299999999999996,0.0,0.0,0.0,0.0,0.0
112,Deandre Ayton,0.3,2.6,0.5,10.5,4.0,2.7,0.667,0.38299999999999995,0.405,0.679,0.525,0.521
113,Delon Wright,3.6,1.4,0.9,1.0,0.0,0.2,0.433,0.336,0.239,0.72,0.0,0.5379999999999999
114,Demetrius Jackson,1.0,1.0,0.7,0.3,0.0,0.3,0.6,0.4,0.5,1.0,0.0,1.0
115,Deng Adel,0.5,0.9,0.2,0.1,0.0,0.0,0.5,0.3,0.25,0.0,0.0,0.0
116,Dennis Schroder,6.7,3.7,4.7,0.2,0.0,0.1,0.456,0.363,0.39399999999999996,0.778,0.0,0.4
117,Dennis Smith Jr.,5.2,1.7,3.9,0.6,0.0,0.2,0.475,0.298,0.35,0.6,0.0,0.429
118,Deonte Burton,0.8,0.8,0.3,0.3,0.0,0.2,0.40700000000000003,0.308,0.385,0.667,0.0,0.667
119,Derrick Favors,0.3,1.5,0.1,7.8,0.5,2.1,0.615,0.32,0.28600000000000003,0.687,0.452,0.542
